Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Code INSEE (sans mise à jour);Commune (sans mise à jour);Commune INSEE;Commune Nom;Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Etat de la fiche d'enquête de l'équipement sportif;Longitude (WGS84);Latitude (WGS84);Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;Identifiant RNB;Code APS associé;Nom APS associé;Donnée APS associée;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Réctorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie
I643710003;Piscine intercommunale;4 Avenue du Stade;64130;64371;Mauléon-Licharre;64371;Mauléon-Licharre;True;Validé;2005-12-11;2024-04-24;2024-04-24;false;2021-08-17;"Groupe de visite du 28/05/2021; avis favorable de la commission de sécurité le 28/07/2021. Prochaine visite + 5 ans";false;true;"[""Piscine""]";Piscine;;;;;;E003I643710003;Bassin d'apprentissage couvert;102;Bassin sportif de natation;Bassin de natation;43.22648, -0.87613;validé;-0.87613;43.22648;true;;false;true;true;false;;true;false;true;true;true;true;true;;true;true;true;true;true;;true;;;3.0;;;;;;0.0;0.0;2.0;;;;15.0;10.0;150.0;0.7;1.3;;https://www.communaute-paysbasque.fr/annuaires-des-piscines/piscines/la-piscine-de-mauleon;2011;CAPB;"Locaux et vestiaire communs à tous les bassins. 
2011 : travaux de couverture du bassin et réfection complète des vestiaires (aménagement d'un seul vestiaire mixte avec des cabines individuelles)";;"[""PA"", ""X""]";"[""Reception/accueil"", ""Buvette"", ""Infirmierie"", ""Local de rangement""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;A partir de 2005;;;EPCI;;EPCI;;;SS49XCPSHMKS;"[""5206""]";Baignade loisirs;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Scolaire""}}]";200067106;CA du Pays Basque;64371;Mauléon-Licharre;642;Oloron-Sainte-Marie;64;64;Pyrénées-Atlantiques;Académie de Bordeaux;75;Nouvelle-Aquitaine;5;Bourgs ruraux;C - Classée en ZRR;structurant
I132120033;PISCINE LOUIS ARMAND (HAITI);29 BOULEVARD LOUIS ARMAND;13012;13212;MARSEILLE 12;13212;Marseille 12e Arrondissement;True;Validé;2005-08-28;2018-08-02;2018-08-02;true;2018-02-08;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I132120033;Bassin de 25 M;102;Bassin sportif de natation;Bassin de natation;43.2984, 5.41407;validé;5.41407;43.2984;true;;true;true;true;false;;true;false;;true;true;true;true;;true;false;false;true;false;;false;;;5.0;;;;;;0.0;0.0;2.0;;;;25.0;12.5;312.5;1.2;2.0;;;;;;"[""Solarium""]";"[""X""]";"[""Infirmierie"", ""Local de rangement""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Découvrable;1975-1984;;;Commune;;Commune;;;;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition départementale""}}]";200054807;Métropole d'Aix-Marseille-Provence;13055;Marseille;133;Marseille;13;13;Bouches-du-Rhône;Académie d'Aix-Marseille;93;Provence-Alpes-Côte d'Azur;7;Grands centres urbains;;structurant
I654400012;Centre Nautique P. Boyrie;Avenue Altenkirchen;65000;65440;Tarbes;65440;Tarbes;True;Validé;2005-08-04;2024-04-24;2024-04-24;true;2016-05-26;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";"[""Bus""]";;;;E001I654400012;Bassin Olympique intérieur P.BOYRIE;102;Bassin sportif de natation;Bassin de natation;43.2207, 0.07751;validé;0.07751;43.2207;true;false;false;;true;false;true;true;false;true;true;true;;true;false;true;false;;true;;false;false;;2014;2.0;;;;;8.0;500.0;0.0;6.0;;;;50.0;21.0;1050.0;2.0;2.0;;;1976;;Plongée, natation avec palme et natation synchronisée.;;"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Autre""]";"[""Vétusté normale""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Intérieur;1975-1984;;A partir de 2005;Commune;;EPCI;;;D5Y5N5GTZ6TX;"[""5206"", ""1701"", ""1704"", ""5201"", ""5202"", ""2804"", ""6701"", ""5205""]";Baignade loisirs,Canoë de randonnée,Kayak-polo,Natation course sportive,Natation synchronisée,Plongée subaquatique (Plongée libre),Sauvetage en eau plate,Water-Polo;"[{""activite"": ""1701"", ""nom"": ""Canoë de randonnée"", ""discipline"": ""Canoë-kayak"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""1704"", ""nom"": ""Kayak-polo"", ""discipline"": ""Canoë-kayak"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""2804"", ""nom"": ""Plongée subaquatique (Plongée libre)"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition internationale""}}, {""activite"": ""5202"", ""nom"": ""Natation synchronisée"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Compétition régionale""}}, {""activite"": ""6701"", ""nom"": ""Sauvetage en eau plate"", ""discipline"": ""Sauvetage et secourisme"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition nationale""}}]";200069300;CA Tarbes-Lourdes-Pyrénées;65440;Tarbes;653;Tarbes;65;65;Hautes-Pyrénées;Académie de Toulouse;76;Occitanie;2;Centres urbains intermédiaires;NC - Commune non classée;structurant
I141180019;Université de Caen-Normandie - Université Caen Stadium;Université de Caen-Normandie  - Campus 1;14000;14118;Caen;14118;Caen;True;Validé;2005-08-08;2024-07-10;2024-07-10;true;2024-01-15;Enseignement supérieur;false;true;"[""Complexe sportif"", ""Etablissement scolaire"", ""Piscine""]";Complexe sportif,Etablissement scolaire,Piscine;"[""Handicap moteur""]";;;0141408E;;E012I141180019;Bassin de natation;102;Bassin sportif de natation;Bassin de natation;49.19319, -0.36267;validé;-0.36267;49.19319;true;;false;false;true;false;;true;false;true;true;true;false;false;;false;false;false;false;false;;false;;2002;;;;;;;0.0;0.0;4.0;;;;11.0;10.0;96.0;0.4;1.0;;;1963;;;;;"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Local de rangement""]";"[""Vétusté normale""]";"[""Gaz""]";"[""Scolaires, universités""]";;Carrelage;Intérieur;1945-1964;;1995-2004;Etat;;Etablissement Public;;;TWNY2MN2Z7K4;"[""5208"", ""5201""]";Aquagym,Natation course sportive;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Scolaire""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Scolaire""}}]";200065597;CU Caen la Mer;14118;Caen;142;Caen;14;14;Calvados;Académie de Normandie;28;Normandie;1;Grands centres urbains;NC - Commune non classée;structurant
I660650005;COMPLEXE SPORTIF DE LA VILLE D'ELNE;40 AVENUE PAUL REIG;66200;66065;Elne;66065;Elne;True;Validé;2005-05-26;2024-04-11;2024-04-11;true;2024-11-04;;false;true;"[""Complexe sportif"", ""Piscine""]";Complexe sportif,Piscine;"[""Handicap moteur""]";;;;;E001I660650005;BASSIN SPORTIF DE NATATION;102;Bassin sportif de natation;Bassin de natation;42.59562, 2.9743;validé;2.9743;42.59562;false;;true;true;true;true;;true;false;;false;false;;false;;false;false;false;false;false;;false;;2005;5.0;;;;;;0.0;1.0;2.0;;;;25.0;12.5;312.5;2.2;3.3;;http://www.ville-elne.com;1974;;;"[""Solarium""]";"[""L""]";"[""Buvette""]";"[""Mise en conformité avec les règlements""]";"[""Gaz""]";"[""Individuel(s), famille(s)""]";;Carrelage;Découvert;1965-1974;;A partir de 2005;Commune;;Commune;;;;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée"", ""Activité praticable""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité pratiquée"", ""Activité praticable""], ""equip_aps_niveau"": ""Non défini""}}]";200043602;CC des Albères, de la Côte Vermeille et de l'Illibéris;66171;Saint-Cyprien;661;Céret;66;66;Pyrénées-Orientales;Académie de Montpellier;76;Occitanie;2;Centres urbains intermédiaires;NC - Commune non classée;structurant
I141180108;Stade Nautique Eugène Maës;Boulevard Yves Guillou;14000;14118;Caen;14118;Caen;True;Validé;2017-02-02;2024-04-23;2024-04-23;true;2017-01-27;Centre de Préparation aux Jeux (CPJ) Paris 2024;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E002I141180108;Bassin olympique de 50m extérieur;102;Bassin sportif de natation;Bassin de natation;49.177, -0.36921;validé;-0.36921;49.177;true;;true;true;true;false;;true;false;true;true;true;true;true;true;true;false;false;true;false;false;false;10/06/2014;2014;1.0;;;;;;525.0;1.0;54.0;;;;50.0;21.0;1050.0;2.0;2.0;;;1971;Communauté urbaine Caen La Mer;Centre de Préparation aux Jeux (CPJ);"[""Solarium""]";"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Mise en conformité avec les normes AFNOR ou les règles fédérales"", ""Inadaptation aux attentes des usagers""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Découvert;1965-1974;A partir de 2005;A partir de 2005;EPCI;;EPCI;;;;"[""2804"", ""5206"", ""5201"", ""5205""]";Plongée subaquatique (Plongée libre),Baignade loisirs,Natation course sportive,Water-Polo;"[{""activite"": ""2804"", ""nom"": ""Plongée subaquatique (Plongée libre)"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition internationale""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}]";200065597;CU Caen la Mer;14118;Caen;142;Caen;14;14;Calvados;Académie de Normandie;28;Normandie;1;Grands centres urbains;NC - Commune non classée;structurant
I141370008;Sirena - Centre Aquatique de Carpiquet;Avenue Charles de Gaulle;14650;14137;Carpiquet;14137;Carpiquet;True;Validé;2007-12-06;2024-04-23;2024-04-23;true;2017-06-20;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";"[""Bus""]";;;;E001I141370008;Bassin de natation sportive;102;Bassin sportif de natation;Bassin de natation;49.18643, -0.44231;validé;-0.44231;49.18643;true;false;true;true;true;false;true;true;true;false;true;false;false;true;;true;false;false;true;false;;false;;;3.0;;;;;;0.0;2.0;4.0;;;;25.0;9.0;225.0;1.4;1.8;;;2007;;;"[""Bain(s) de vapeur/Hammam"", ""Bain(s) Bouillonant(s)"", ""Sauna"", ""Solarium"", ""Autre""]";"[""X""]";"[""Reception/accueil"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;A partir de 2005;;;Commune;;Etablissement privé commercial;;;AY7ZYRM9BAY5;"[""5206"", ""5201""]";Baignade loisirs,Natation course sportive;"[{""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";200065597;CU Caen la Mer;14118;Caen;142;Caen;14;14;Calvados;Académie de Normandie;28;Normandie;4;Ceintures urbaines;NC - Commune non classée;structurant
I141740010;Centre aquatique;rte de vire;14110;14174;Condé-en-Normandie;14174;Condé-en-Normandie;True;Validé;2005-05-16;2024-04-24;2024-04-24;true;2019-11-20;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur""]";;;;;E001I141740010;Bassin de natation;102;Bassin sportif de natation;Bassin de natation;48.850661, -0.557901;validé;-0.557901;48.850661;true;;false;true;true;false;;true;false;false;true;false;;true;;true;false;false;true;false;;false;;;4.0;;;;;;0.0;0.0;4.0;;;;25.0;12.5;312.5;1.6;3.8;;;1999;;;;"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Découvrable;1995-2004;;;Commune;;EPCI;;;;"[""5208"", ""5206""]";Aquagym,Baignade loisirs;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}]";200068799;CC Intercom de la Vire au Noireau;14174;Condé-en-Normandie;144;Vire;14;14;Calvados;Académie de Normandie;28;Normandie;5;Bourgs ruraux;C - Classée en ZRR;structurant
I142580001;Centre Aquatique du Pays de Falaise Forméo;r maurice nicolas;14700;14258;Falaise;14258;Falaise;True;Validé;2005-07-07;2024-06-10;2024-06-10;true;2024-10-06;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur"", ""Handicap sensoriel""]";;;;;E001I142580001;Bassin de natation sportive;102;Bassin sportif de natation;Bassin de natation;48.89871, -0.18854;validé;-0.18854;48.89871;true;;false;true;true;false;;true;true;true;true;true;true;true;;true;true;false;true;false;;true;01/07/2004;2017;4.0;;;;;;0.0;0.0;2.0;;;;25.0;10.0;250.0;0.9;1.8;;www.ca-formeo.fr/;2004;FORMEO;;;"[""X""]";"[""Reception/accueil"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Inadaptation aux attentes des usagers"", ""Mise en conformité avec les règlements"", ""Mise en conformité avec les normes AFNOR ou les règles fédérales""]";"[""Gaz""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités"", ""Autre - association(s) et groupes divers""]";;Carrelage;Intérieur;1995-2004;1995-2004;;Privé non commercial;;EPCI;;;GT9W6JJP252A;"[""8901"", ""5206"", ""5201""]";Activités de forme et de santé,Baignade loisirs,Natation course sportive;"[{""activite"": ""8901"", ""nom"": ""Activités de forme et de santé"", ""discipline"": ""Autres"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";241400514;CC du Pays de Falaise;14258;Falaise;142;Caen;14;14;Calvados;Académie de Normandie;28;Normandie;3;Petites villes;C - Classée en ZRR;structurant
I143270039;Piscine de Montmorency;16 rue de Bouvines;14200;14327;Hérouville-Saint-Clair;14327;Hérouville-Saint-Clair;True;Validé;2005-06-27;2024-04-23;2024-04-23;true;2017-01-27;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur"", ""Handicap sensoriel""]";"[""Bus""]";;;;E002I143270039;Bassin d'entraînement;102;Bassin sportif de natation;Bassin de natation;49.19477, -0.33125;validé;-0.33125;49.19477;true;false;false;true;true;false;true;true;false;;true;;true;true;;true;true;true;true;true;;true;12/05/2015;1996;3.0;;;;;;0.0;0.0;4.0;;;;25.0;8.0;200.0;1.0;1.0;;;1973;Communauté urbaine Caen La Mer;;;"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";"[""Mise en conformité avec les règlements"", ""Inadaptation aux attentes des usagers""]";"[""Gaz"", ""Autre""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Intérieur;1965-1974;A partir de 2005;1995-2004;EPCI;EPCI;EPCI;;;DG96KPDFQFHE;"[""5208"", ""5206"", ""5206"", ""5201""]";Aquagym,Baignade loisirs,Baignade loisirs,Natation course sportive;"[{""activite"": ""5208"", ""nom"": ""Aquagym"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}]";200065597;CU Caen la Mer;14118;Caen;142;Caen;14;14;Calvados;Académie de Normandie;28;Normandie;1;Grands centres urbains;NC - Commune non classée;structurant
I143270039;Piscine de Montmorency;16 rue de Bouvines;14200;14327;Hérouville-Saint-Clair;14327;Hérouville-Saint-Clair;True;Validé;2005-06-27;2024-04-23;2024-04-23;true;2017-01-27;;false;true;"[""Piscine""]";Piscine;"[""Handicap moteur"", ""Handicap sensoriel""]";"[""Bus""]";;;;E003I143270039;Bassin de 25 m;102;Bassin sportif de natation;Bassin de natation;49.19477, -0.33125;validé;-0.33125;49.19477;true;false;false;true;true;false;true;true;false;true;true;true;true;true;;true;true;true;true;true;;true;12/05/2015;1996;3.0;;;;;;0.0;0.0;4.0;;;;25.0;12.5;312.5;1.0;2.0;;;1973;Communauté urbaine Caen La Mer;;;"[""X""]";"[""Reception/accueil"", ""Bureau(x) club(s)"", ""Infirmierie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";"[""Mise en conformité avec les normes AFNOR ou les règles fédérales"", ""Vétusté normale""]";"[""Gaz"", ""Autre""]";"[""Individuel(s), famille(s)"", ""Clubs sportifs, comités, ligues, fédérations"", ""Scolaires, universités""]";;Carrelage;Découvrable;1965-1974;A partir de 2005;1995-2004;EPCI;;EPCI;;;;"[""5206"", ""2803"", ""5201"", ""5205""]";Baignade loisirs,Nage avec palmes,Natation course sportive,Water-Polo;"[{""activite"": ""2803"", ""nom"": ""Nage avec palmes"", ""discipline"": ""Etudes et sports sous-marins"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Entrainement""}}, {""activite"": ""5206"", ""nom"": ""Baignade loisirs"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Loisir - Entretien - Remise en forme""}}, {""activite"": ""5201"", ""nom"": ""Natation course sportive"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}, {""activite"": ""5205"", ""nom"": ""Water-Polo"", ""discipline"": ""Natation"", ""caracteristiques"": {""equip_aps_pratique"": [""Activité praticable"", ""Activité pratiquée""], ""equip_aps_niveau"": ""Compétition régionale""}}]";200065597;CU Caen la Mer;14118;Caen;142;Caen;14;14;Calvados;Académie de Normandie;28;Normandie;1;Grands centres urbains;NC - Commune non classée;structurant
